Lipid	CheBI_ID	CheBI Name	SLM_ID	Name	Abbreviation_SLM	SMILES	InChIKey	Formula	Charge	Mass	Exact Mass	[M.]+	[M+H]+	[M+K]+	[M+Na]+	[M+Li]+	[M+NH4]+	[M+Cl]-	[M+OAc]-
LysoPE16:0	CHEBI:73004	1-hexadecanoyl-sn-glycero-3-phosphoethanolamine zwitterion	SLM:000000654	1-hexadecanoyl-sn-glycero-3-phosphoethanolamine	PE(16:0/0:0)	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=YVYMBNSKXOXSKW-HXUWFJFHSA-N	C21H44NO7P	0	453.550293	453.285553	453.285004	454.292816	492.248688	476.27475	460.300995	471.319366	488.254944	512.299377
LysoPE16:0	CHEBI:73134	1-hexadecanoyl-sn-glycero-3-phosphoethanolamine						C21H44NO7P	0	453.550293	453.285553	453.285004	454.292816	492.248688	476.27475	460.300995	471.319366	488.254944	512.299377
LysoPE16:1	CHEBI:72385	lysophosphatidylethanolamine zwitterion 16:1	SLM:000055411	Lysophosphatidylethanolamine (16:1)	LPE(16:1) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]	InChIKey=FGQCOUKFJSXBEF-JPMGXVIASA-N	C21H42NO7P	0	451.534393	451.269897	451.269348	452.277161	490.233032	474.259125	458.285339	469.303711	486.239288	510.283752
			SLM:000030157	1-(9Z-hexadecenoyl)-sn-glycero-3-phosphoethanolamine	PE(16:1(9Z)/0:0)	CCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=DSOWUEHXZJUNID-WHXUGTBJSA-N	C21H42NO7P	0	451.534393	451.269897	451.269348	452.277161	490.233032	474.259125	458.285339	469.303711	486.239288	510.283752
LysoPE18:0	CHEBI:72387	lysophosphatidylethanolamine zwitterion 18:0	SLM:000055414	Lysophosphatidylethanolamine (18:0)	LPE(18:0) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C23H48NO7P	0	481.603485	481.316833	481.316284	482.324127	520.279968	504.306061	488.332306	499.350677	516.286255	540.330688
LysoPE18:0	CHEBI:64576	lysophosphatidylethanolamine 18:0						C23H48NO7P	0	481.603485	481.316833	481.316284	482.324127	520.279968	504.306061	488.332306	499.350677	516.286255	540.330688
LysoPE18:0	CHEBI:75036	1-stearoyl-sn-glycero-3-phosphoethanolamine zwitterion	SLM:000030172	1-octadecanoyl-sn-glycero-3-phosphoethanolamine	PE(18:0/0:0)	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=BBYWOYAFBUOUFP-JOCHJYFZSA-N	C23H48NO7P	0	481.603485	481.316833	481.316284	482.324127	520.279968	504.306061	488.332306	499.350677	516.286255	540.330688
LysoPE18:0	CHEBI:83047	1-stearoyl-sn-glycero-3-phosphoethanolamine						C23H48NO7P	0	481.603485	481.316833	481.316284	482.324127	520.279968	504.306061	488.332306	499.350677	516.286255	540.330688
LysoPE18:1	CHEBI:72388	lysophosphatidylethanolamine zwitterion 18:1	SLM:000055415	Lysophosphatidylethanolamine (18:1)	LPE(18:1) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C23H46NO7P	0	479.587585	479.301178	479.300629	480.308472	518.264343	502.290405	486.31665	497.335022	514.270569	538.315063
LysoPE18:1	CHEBI:64575	lysophosphatidylethanolamine 18:1						C23H46NO7P	0	479.587585	479.301178	479.300629	480.308472	518.264343	502.290405	486.31665	497.335022	514.270569	538.315063
LysoPE18:1	CHEBI:74971	1-oleoyl-sn-glycero-3-phosphoethanolamine zwitterion	SLM:000030158	1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	PE(18:1(9Z)/0:0)	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=PYVRVRFVLRNJLY-MZMPXXGTSA-N	C23H46NO7P	0	479.587585	479.301178	479.300629	480.308472	518.264343	502.290405	486.31665	497.335022	514.270569	538.315063
LysoPE18:1			SLM:000030111	1-(11Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine	PE(18:1(11Z)/0:0)	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=WAYKKNOEMJFLDI-KOIKXXGWSA-N	C23H46NO7P	0	479.587585	479.301178	479.300629	480.308472	518.264343	502.290405	486.31665	497.335022	514.270569	538.315063
LysoPE18:1	CHEBI:60287	1-oleoyl phosphatidylethanolamine						C23H46NO7P	0	479.587585	479.301178	479.300629	480.308472	518.264343	502.290405	486.31665	497.335022	514.270569	538.315063
LysoPE18:1	CHEBI:75168	1-oleoyl-sn-glycero-3-phosphoethanolamine						C23H46NO7P	0	479.587585	479.301178	479.300629	480.308472	518.264343	502.290405	486.31665	497.335022	514.270569	538.315063
LysoPE18:1	CHEBI:136140	lysophosphatidylethanolamine (18:1/0:0)						C23H46NO7P	0	479.587585	479.301178	479.300629	480.308472	518.264343	502.290405	486.31665	497.335022	514.270569	538.315063
LysoPE20:0	CHEBI:72390	lysophosphatidylethanolamine zwitterion 20:0	SLM:000055420	Lysophosphatidylethanolamine (20:0)	LPE(20:0) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C25H52NO7P	0	509.656586	509.348145	509.347595	510.355408	548.311279	532.337341	516.363586	527.381958	544.317566	568.362
LysoPE20:0	CHEBI:132556	lysophosphatidylethanolamine 20:0						C25H52NO7P	0	509.656586	509.348145	509.347595	510.355408	548.311279	532.337341	516.363586	527.381958	544.317566	568.362
LysoPE20:0			SLM:000030165	1-eicosanoyl-sn-glycero-3-phosphoethanolamine	PE(20:0/0:0)	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=HEQMDGOBDIGJOC-XMMPIXPASA-N	C25H52NO7P	0	509.656586	509.348145	509.347595	510.355408	548.311279	532.337341	516.363586	527.381958	544.317566	568.362
LysoPE20:0	CHEBI:131690	1-icosanoyl-sn-glycero-3-phosphoethanolamine						C25H52NO7P	0	509.656586	509.348145	509.347595	510.355408	548.311279	532.337341	516.363586	527.381958	544.317566	568.362
LysoPE20:1	ChEBI:72391	lysophosphatidylethanolamine zwitterion 20:1	SLM:000055421	Lysophosphatidylethanolamine (20:1)	LPE(20:1) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C25H50NO7P	0	507.640808	507.332489	507.33194	508.339752	546.295654	530.321716	514.347961	525.366333	542.30188	566.346313
LysoPE20:1	CHEBI:132557	lysophosphatidylethanolamine 20:1			PE(20:1(11Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=JEAGLCKGAKACCE-OPSAWKISSA-N	C25H50NO7P	0	507.640808	507.332489	507.33194	508.339752	546.295654	530.321716	514.347961	525.366333	542.30188	566.346313
LysoPE20:1	CHEBI:138517	2-(11Z-icosenoyl)-sn-glycero-3-phosphoethanolamine	SLM:000030110	1-(11Z-eicosenoyl)-sn-glycero-3-phosphoethanolamine				C25H50NO7P	0	507.640808	507.332489	507.33194	508.339752	546.295654	530.321716	514.347961	525.366333	542.30188	566.346313
LysoPE22:0	ChEBI:72393	lysophosphatidylethanolamine zwitterion 22:0	SLM:000055427	Lysophosphatidylethanolamine (22:0)	LPE(22:0) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C27H56NO7P	0	537.709778	537.379456	537.378906	538.386719	576.34259	560.368652	544.394897	555.413269	572.348816	596.393311
LysoPE22:0	CHEBI:138519	lysophosphatidylethanolamine 22:0						C27H56NO7P	0	537.709778	537.379456	537.378906	538.386719	576.34259	560.368652	544.394897	555.413269	572.348816	596.393311
LysoPE22:0	CHEBI:138520	2-docosanoyl-sn-glycero-3-phosphoethanolamine	SLM:000030163	1-docosanoyl-sn-glycero-3-phosphoethanolamine	PE(22:0/0:0)	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=NYSQCLMCGRAJJQ-AREMUKBSSA-N	C27H56NO7P	0	537.709778	537.379456	537.378906	538.386719	576.34259	560.368652	544.394897	555.413269	572.348816	596.393311
LysoPE22:1	ChEBI:72394	ysophosphatidylethanolamine zwitterion 22:1	SLM:000055428	Lysophosphatidylethanolamine (22:1)	LPE(22:1) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C27H54NO7P	0	535.693909	535.36377	535.36322	536.371094	574.326965	558.353027	542.379272	553.397644	570.333191	594.377625
LysoPE22:1	CHEBI:138521	lysophosphatidylethanolamine 22:1						C27H54NO7P	0	535.693909	535.36377	535.36322	536.371094	574.326965	558.353027	542.379272	553.397644	570.333191	594.377625
LysoPE22:1	CHEBI:138522	2-(13Z-docosenoyl)-sn-glycero-3-phosphoethanolamine	SLM:000030118	1-(13Z-docosenoyl)-sn-glycero-3-phosphoethanolamine	PE(22:1(13Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=XHNHVLOJRORARF-RASRKNKNSA-N	C27H54NO7P	0	535.693909	535.36377	535.36322	536.371094	574.326965	558.353027	542.379272	553.397644	570.333191	594.377625
LysoPE24:0	ChEBI:72396	lysophosphatidylethanolamine zwitterion 24:0	SLM:000055434	Lysophosphatidylethanolamine (24:0)	LPE(24:0) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C29H60NO7P	0	565.763	565.410767	565.410217	566.41803	604.373901	588.399963	572.426208	583.44458	600.380127	624.424622
LysoPE24:0			SLM:000030176	1-tetracosanoyl-sn-glycero-3-phosphoethanolamine	PE(24:0/0:0)	CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=OYIDIWMHAJCRKH-MUUNZHRXSA-N	C29H60NO7P	0	565.763	565.410767	565.410217	566.41803	604.373901	588.399963	572.426208	583.44458	600.380127	624.424622
LysoPE24:1	CHEBI:72397	lysophosphatidylethanolamine zwitterion 24:1	SLM:000055435	Lysophosphatidylethanolamine (24:1)	LPE(24:1) 	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C29H58NO7P	0	563.74707	563.395081	563.394531	564.402344	602.358276	586.384338	570.410522	581.428894	598.364502	622.408936
LysoPE24:1			SLM:000030123	1-(15Z-tetracosenoyl)-sn-glycero-3-phosphoethanolamine	PE(24:1(15Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=NCPDMAXNVQCUIZ-YLUWWHAYSA-N	C29H58NO7P	0	563.74707	563.395081	563.394531	564.402344	602.358276	586.384338	570.410522	581.428894	598.364502	622.408936
LysoPE26:0	CHEBI:72399	lysophosphatidylethanolamine zwitterion 26:0	SLM:000055439	Lysophosphatidylethanolamine (26:0)	LPE(26:0)	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C31H64NO7P	0	593.816101	593.442017	593.441467	594.449341	632.405212	616.431274	600.45752	611.475891	628.411438	652.455872
LysoPE26:0			SLM:000030168	1-hexacosanoyl-sn-glycero-3-phosphoethanolamine	PE(26:0/0:0)	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=CZJQJUUNXHZKTA-SSEXGKCCSA-N	C31H64NO7P	0	593.816101	593.442017	593.441467	594.449341	632.405212	616.431274	600.45752	611.475891	628.411438	652.455872
LysoPE26:1			SLM:000055440	Lysophosphatidylethanolamine (26:1)	LPE(26:1)	[NH3+]CCOP([O-])(=O)OCC(CO[*])O[*]		C31H62NO7P	0	591.800171	591.426392	591.425842	592.433655	630.389526	614.415588	598.441833	609.460205	626.395813	650.440247
LysoPE26:1			SLM:000030127	1-(17Z-hexacosenoyl)-sn-glycero-3-phosphoethanolamine	PE(26:1(17Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[NH3+]	InChIKey=GDWHZWQLVJXALR-ASYYJWOLSA-N	C31H62NO7P	0	591.800171	591.426392	591.425842	592.433655	630.389526	614.415588	598.441833	609.460205	626.395813	650.440247
PE26:0	CHEBI:72349	Phosphatidylethanolamine 26:0	SLM:000057112	Phosphatidylethanolamine (26:0)	PE(26:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C31H62NO8P		607.799622	607.421326	607.420776	608.428589	646.38446	630.410522	614.436768	625.455139	642.390686	666.435181
PE26:1	CHEBI:72350	Phosphatidylethanolamine 26:1	SLM:000057113	Phosphatidylethanolamine (26:1)	PE(26:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C31H60NO8P		605.783813	605.40564	605.40509	606.412903	644.368835	628.394897	612.421082	623.439453	640.375061	664.419495
PE26:2	CHEBI:72351	Phosphatidylethanolamine 26:2	SLM:000057114	Phosphatidylethanolamine (26:2)	PE(26:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C31H58NO8P		603.767883	603.390015	603.389465	604.397278	642.353149	626.379211	610.405457	621.423828	638.359436	662.40387
PE28:0	CHEBI:71697	Phosphatidylethanolamine 28:0	SLM:000057124	Phosphatidylethanolamine (28:0)	PE(28:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C33H66NO8P		635.852783	635.452576	635.452026	636.4599	674.415771	658.441833	642.468079	653.48645	670.421997	694.466431
PE28:1	CHEBI:71698	Phosphatidylethanolamine 28:1	SLM:000057125	Phosphatidylethanolamine (28:1)	PE(28:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C33H64NO8P		633.836914	633.436951	633.436401	634.444214	672.400085	656.426147	640.452393	651.470764	668.406372	692.450806
PE28:2	CHEBI:71699	Phosphatidylethanolamine 28:2	SLM:000057126	Phosphatidylethanolamine (28:2)	PE(28:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C33H62NO8P		631.820984	631.421326	631.420776	632.428589	670.38446	654.410522	638.436768	649.455139	666.390686	690.435181
PE30:0	CHEBI:71704	Phosphatidylethanolamine 30:0	SLM:000057137	Phosphatidylethanolamine (30:0)	PE(30:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C35H70NO8P		663.906006	663.483887	663.483337	664.491211	702.447083	686.473145	670.49939	681.5177	698.453308	722.497742
PE30:1	CHEBI:71705	Phosphatidylethanolamine 30:1	SLM:000057138	Phosphatidylethanolamine (30:1)	PE(30:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C35H68NO8P		661.890076	661.468262	661.467712	662.475525	700.431396	684.457458	668.483704	679.502075	696.437683	720.482117
PE30:2	CHEBI:71706	Phosphatidylethanolamine 30:2	SLM:000057139	Phosphatidylethanolamine (30:2)	PE(30:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C35H66NO8P		659.874207	659.452576	659.452026	660.4599	698.415771	682.441833	666.468079	677.48645	694.421997	718.466431
PE32:0	CHEBI:71711	Phosphatidylethanolamine 32:0	SLM:000057151	Phosphatidylethanolamine (32:0)	PE(32:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C37H74NO8P		691.959106	691.515198	691.514648	692.522461	730.478333	714.504456	698.53064	709.549011	726.484619	750.529053
PE32:1	CHEBI:71712	Phosphatidylethanolamine 32:1 zwitterion	SLM:000057152	Phosphatidylethanolamine (32:1)	PE(32:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C37H72NO8P		689.943176	689.499573	689.499023	690.506836	728.462708	712.48877	696.515015	707.533386	724.468933	748.513428
PE32:2	CHEBI:71713	Phosphatidylethanolamine 32:2	SLM:000057153	Phosphatidylethanolamine (32:2)	PE(32:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C37H70NO8P		687.927429	687.483887	687.483337	688.491211	726.447083	710.473145	694.49939	705.5177	722.453308	746.497742
PE34:0	CHEBI:71718	Phosphatidylethanolamine 34:0 zwitterion	SLM:000057165	Phosphatidylethanolamine (34:0)	PE(34:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C39H78NO8P		720.012329	719.546509	719.545959	720.553772	758.509644	742.535706	726.561951	737.580322	754.51593	778.560364
PE34:1	CHEBI:71720	Phosphatidylethanolamine 34:1	SLM:000057166	Phosphatidylethanolamine (34:1)	PE(34:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C39H76NO8P		717.996399	717.530884	717.530334	718.538147	756.494019	740.520081	724.546326	735.564697	752.500244	776.544678
PE34:2	CHEBI:71721	Phosphatidylethanolamine 34:2 zwitterion	SLM:000057167	Phosphatidylethanolamine (34:2)	PE(34:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C39H74NO8P		715.98053	715.515198	715.514648	716.522461	754.478333	738.504456	722.53064	733.549011	750.484619	774.529053
PE36:0	CHEBI:71726	Phosphatidylethanolamine 36:0 zwitterion	SLM:000057179	Phosphatidylethanolamine (36:0)	PE(36:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C41H82NO8P		748.06543	747.57782	747.577271	748.585083	786.540955	770.567017	754.593262	765.611633	782.54718	806.591675
	CHEBI:134435	Phosphatidylethanolamine 36:0				O(P(=O)(OCCN)O)CC(OC(*)=O)COC(*)=O		C41H82NO8P		748.06543	747.57782	747.577271	748.585083	786.540955	770.567017	754.593262	765.611633	782.54718	806.591675
PE36:1	CHEBI:71727	Phosphatidylethanolamine 36:1 zwitterion	SLM:000057180	Phosphatidylethanolamine (36:1)	PE(36:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C41H80NO8P		746.049622	745.562134	745.561584	746.569458	784.52533	768.551392	752.577637	763.596008	780.531555	804.575989
	CHEBI:134451	Phosphatidylethanolamine 36:1				O(P(=O)(OCCN)O)CC(OC(*)=O)COC(*)=O		C41H80NO8P		746.049622	745.562134	745.561584	746.569458	784.52533	768.551392	752.577637	763.596008	780.531555	804.575989
PE36:2	CHEBI:71728	Phosphatidylethanolamine 36:2 zwitterion	SLM:000057181	Phosphatidylethanolamine (36:2)	PE(36:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C41H78NO8P		744.033691	743.546509	743.545959	744.553772	782.509644	766.535706	750.561951	761.580322	778.51593	802.560364
	CHEBI:141588	Phosphatidylethanolamine 36:2 				O(P(=O)(OCCN)O)CC(OC(*)=O)COC(*)=O		C41H78NO8P		744.033691	743.546509	743.545959	744.553772	782.509644	766.535706	750.561951	761.580322	778.51593	802.560364
PE38:0	CHEBI:71733	Phosphatidylethanolamine 38:0 zwitterion	SLM:000057195	Phosphatidylethanolamine (38:0)	PE(38:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C43H86NO8P		776.118591	775.609131	775.608582	776.616394	814.572266	798.598328	782.624573	793.642944	810.578491	834.622986
	CHEBI:134459	Phosphatidylethanolamine 38:0				O(P(=O)(OCCN)O)CC(OC(*)=O)COC(*)=O		C43H86NO8P		776.118591	775.609131	775.608582	776.616394	814.572266	798.598328	782.624573	793.642944	810.578491	834.622986
PE38:1	CHEBI:71734	Phosphatidylethanolamine 38:1	SLM:000057196	Phosphatidylethanolamine (38:1)	PE(38:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C43H84NO8P		774.102722	773.593445	773.592896	774.600708	812.556641	796.582703	780.608887	791.627258	808.562866	832.6073
PE38:2	CHEBI:71735	Phosphatidylethanolamine 38:2 zwitterion	SLM:000057197	Phosphatidylethanolamine (38:2)	PE(38:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C43H82NO8P		772.086792	771.57782	771.577271	772.585083	810.540955	794.567017	778.593262	789.611633	806.54718	830.591675
	CHEBI:136382	phosphatidylethanolamine 38:2				O(P(=O)(OCCN)O)CC(OC(*)=O)COC(*)=O		C43H82NO8P		772.086792	771.57782	771.577271	772.585083	810.540955	794.567017	778.593262	789.611633	806.54718	830.591675
PE40:0	CHEBI:71740	Phosphatidylethanolamine 40:0  zwitterion	SLM:000057212	Phosphatidylethanolamine (40:0)	PE(40:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C45H90NO8P		804.171814	803.640381	803.639832	804.647705	842.603577	826.629639	810.655884	821.674255	838.609802	862.654236
	CHEBI:134502	Phosphatidylethanolamine 40:0				O(P(=O)(OCCN)O)CC(OC(*)=O)COC(*)=O		C45H90NO8P		804.171814	803.640381	803.639832	804.647705	842.603577	826.629639	810.655884	821.674255	838.609802	862.654236
PE40:1	CHEBI:71741	Phosphatidylethanolamine 40:1 zwitterion	SLM:000057213	Phosphatidylethanolamine (40:1)	PE(40:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C45H88NO8P		802.155884	801.624756	801.624207	802.632019	840.587891	824.613953	808.640198	819.658569	836.594177	860.638611
	CHEBI:134493	Phosphatidylethanolamine 40:1				O(P(=O)(OCCN)O)CC(OC(*)=O)COC(*)=O		C45H88NO8P		802.155884	801.624756	801.624207	802.632019	840.587891	824.613953	808.640198	819.658569	836.594177	860.638611
PE40:2	CHEBI:71742	Phosphatidylethanolamine 40:2 zwitterion	SLM:000057215	Phosphatidylethanolamine (40:2)	PE(40:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C45H86NO8P		800.140015	799.609131	799.608582	800.616394	838.572266	822.598328	806.624573	817.642944	834.578491	858.622986
PE42:0	CHEBI:71747	Phosphatidylethanolamine 42:0 zwitterion	SLM:000057230	Phosphatidylethanolamine (42:0)	PE(42:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C47H94NO8P		832.224915	831.671692	831.671143	832.678955	870.634888	854.66095	838.687134	849.705505	866.641113	890.685547
PE42:1	CHEBI:71748	Phosphatidylethanolamine 42:1 zwitterion	SLM:000057231	Phosphatidylethanolamine (42:1)	PE(42:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C47H92NO8P		830.208984	829.656067	829.655518	830.66333	868.619202	852.645264	836.671509	847.68988	864.625427	888.669922
PE42:2	CHEBI:71749	Phosphatidylethanolamine 42:2 zwitterion	SLM:000057234	Phosphatidylethanolamine (42:2)	PE(42:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C47H90NO8P		828.193176	827.640381	827.639832	828.647705	866.603577	850.629639	834.655884	845.674255	862.609802	886.654236
PE44:0	CHEBI:71754	Phosphatidylethanolamine 44:0 zwitterion	SLM:000057249	Phosphatidylethanolamine (44:0)	PE(44:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C49H98NO8P		860.278076	859.703003	859.702454	860.710266	898.666138	882.6922	866.718445	877.736816	894.672424	918.716858
PE44:1	CHEBI:71755	Phosphatidylethanolamine 44:1 zwitterion	SLM:000057250	Phosphatidylethanolamine (44:1)	PE(44:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C49H96NO8P		858.262207	857.687378	857.686829	858.694641	896.650513	880.676575	864.70282	875.721191	892.656738	916.701233
	CHEBI:137611	Phosphatidylethanolamine 44:1				C(C[N+](C)(C)C)OP(=O)([O-])OC[C@H](OC(*)=O)COC(=O)*		C49H96NO8P		858.262207	857.687378	857.686829	858.694641	896.650513	880.676575	864.70282	875.721191	892.656738	916.701233
PE44:2	CHEBI:71756	Phosphatidylethanolamine 44:2 zwitterion	SLM:000057254	Phosphatidylethanolamine (44:2)	PE(44:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C49H94NO8P		856.246277	855.671692	855.671143	856.678955	894.634888	878.66095	862.687134	873.705505	890.641113	914.685547
PE46:0	CHEBI:72353	Phosphatidylethanolamine 46:0	SLM:000057267	Phosphatidylethanolamine (46:0)	PE(46:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C51H102NO8P		888.331177	887.734314	887.733765	888.741577	926.697449	910.723511	894.749756	905.768127	922.703735	946.748169
PE46:1	CHEBI:72354	Phosphatidylethanolamine 46:1	SLM:000057268	Phosphatidylethanolamine (46:1)	PE(46:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C51H100NO8P		886.31543	885.718628	885.718079	886.725952	924.681824	908.707886	892.734131	903.752502	920.688049	944.732483
PE46:2	CHEBI:72355	Phosphatidylethanolamine 46:2	SLM:000057272	Phosphatidylethanolamine (46:2)	PE(46:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C51H98NO8P		884.2995	883.703003	883.702454	884.710266	922.666138	906.6922	890.718445	901.736816	918.672424	942.716858
PE48:0	CHEBI:72356	Phosphatidylethanolamine 48:0	SLM:000057285	Phosphatidylethanolamine (48:0)	PE(48:0)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C53H106NO8P		916.384399	915.765625	915.765076	916.772888	954.72876	938.754822	922.781067	933.799438	950.734985	974.77948
PE48:1	CHEBI:72357	Phosphatidylethanolamine 48:1	SLM:000057286	Phosphatidylethanolamine (48:1)	PE(48:1)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C53H104NO8P		914.36853	913.749939	913.74939	914.757202	952.713135	936.739197	920.765381	931.783752	948.71936	972.763794
PE48:2	CHEBI:72358	Phosphatidylethanolamine 48:2	SLM:000057290	Phosphatidylethanolamine (48:2)	PE(48:2)	[NH3+]CCOP([O-])(=O)OCC(COC([*])=O)OC([*])=O		C53H102NO8P		912.3526	911.734314	911.733765	912.741577	950.697449	934.723511	918.749756	929.768127	946.703735	970.748169
LysoPI14:0	CHEBI:74461	lysophosphatidylinositol 14:0(1?)	SLM:000104773	Phosphatidylinositol (14:0/0:0)	LPI(14:0/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C23H44O12P	-1	543.562622	544.264893	544.264343	545.272156	583.228027	567.254089	551.280334	562.298706	579.234253	603.278687
LysoPI14:0			SLM:000043045	1-tetradecanoyl-sn-glycero-3-phospho-1D-myo-inositol	PI(14:0/0:0)	CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	InChIKey=FEWCZOSQEKFJGK-LHZCVKNISA-M	C23H44O12P	-1	543.562622	544.264893	544.264343	545.272156	583.228027	567.254089	551.280334	562.298706	579.234253	603.278687
LysoPI14:1	CHEBI:74462	lysophosphatidylinositol 14:1(1?)	SLM:000104838	Phosphatidylinositol (14:1/0:0)	LPI(14:1/0:0)	OC(COC([*])=O)COP([O-])(=O)OC1C(O)C(O)C(O)C(O)C1O		C23H42O12P	-1	541.546692	542.249207	542.248657	543.25647	581.212402	565.238464	549.264648	560.28302	577.218628	601.263062
